epoch,train_loss,val_loss,train_rmse,val_rmse,mean_abs_delta_g,mean_frob_delta_M,mean_abs_delta_C_qd,mean_abs_delta_tau_f
22,0.11210970,0.10339194,0.33073260,0.07687533,1.13626155e-01,8.91729264e-02,7.44747322e-02,2.41423893e-02
23,0.11163618,0.10339941,0.32998009,0.07664647,1.14242457e-01,8.89881678e-02,7.47910914e-02,2.46825499e-02
24,0.11134548,0.10361389,0.32951585,0.07678492,1.14338592e-01,8.90123771e-02,7.50769238e-02,2.49860267e-02
25,0.11108925,0.10339026,0.32910931,0.07660000,1.14749324e-01,8.93996929e-02,7.52871731e-02,2.52398393e-02
26,0.11085125,0.10340955,0.32870154,0.07666271,1.15336079e-01,9.00755578e-02,7.56239404e-02,2.55373348e-02
27,0.11082631,0.10340133,0.32868626,0.07668923,1.14790410e-01,8.99806541e-02,7.55607802e-02,2.54932701e-02
28,0.11065473,0.10335309,0.32841383,0.07660540,1.14856796e-01,8.96309686e-02,7.58940751e-02,2.55655390e-02
29,0.11062856,0.10329500,0.32836939,0.07660415,1.15067921e-01,8.96208582e-02,7.57859811e-02,2.56330087e-02
30,0.11055963,0.10330573,0.32825399,0.07661534,1.14994531e-01,8.95361096e-02,7.59992281e-02,2.56322169e-02
31,0.11051313,0.10328246,0.32813866,0.07645114,1.15597301e-01,9.13271325e-02,7.61477329e-02,2.57283407e-02
32,0.11012183,0.10278271,0.32750949,0.07645256,1.15907912e-01,9.11014031e-02,7.67385860e-02,2.60896398e-02
33,0.10978317,0.10268216,0.32696371,0.07625207,1.16277995e-01,9.21151910e-02,7.68523604e-02,2.63065028e-02
34,0.10941336,0.10225003,0.32634948,0.07619208,1.16848929e-01,9.24675407e-02,7.74026157e-02,2.63850691e-02
35,0.10888922,0.10314342,0.32550851,0.07624443,1.17321803e-01,9.27946921e-02,7.76022776e-02,2.66639699e-02
36,0.10870311,0.10257542,0.32520443,0.07610706,1.17685442e-01,9.29023424e-02,7.77433848e-02,2.66914276e-02
37,0.10831224,0.10243773,0.32457172,0.07617486,1.18042275e-01,9.34694185e-02,7.80115211e-02,2.67682002e-02
38,0.10817600,0.10216272,0.32434752,0.07609564,1.17979805e-01,9.41057062e-02,7.81604265e-02,2.67920594e-02
39,0.10793894,0.10211647,0.32395250,0.07598231,1.18579620e-01,9.44052372e-02,7.81970752e-02,2.70196347e-02
40,0.10791803,0.10183616,0.32391907,0.07591361,1.18436731e-01,9.45355121e-02,7.83166332e-02,2.69112653e-02
41,0.10761033,0.10187021,0.32342566,0.07597865,1.18713979e-01,9.47529876e-02,7.84550948e-02,2.68591857e-02
42,0.10768531,0.10165225,0.32354495,0.07584363,1.18850497e-01,9.41426795e-02,7.84563082e-02,2.69327345e-02
43,0.10752417,0.10172107,0.32329168,0.07583898,1.18524860e-01,9.49808833e-02,7.85109540e-02,2.69076612e-02
44,0.10750229,0.10174544,0.32325669,0.07586956,1.18673549e-01,9.46496789e-02,7.85278192e-02,2.68470536e-02
45,0.10745756,0.10171152,0.32317993,0.07585126,1.18879879e-01,9.46850179e-02,7.85059471e-02,2.68248109e-02
46,0.10756079,0.10160270,0.32332130,0.07589440,1.18764379e-01,9.58077346e-02,7.86149643e-02,2.70580599e-02
47,0.10734345,0.10133404,0.32295315,0.07569442,1.19286132e-01,9.62705103e-02,7.87205177e-02,2.71171953e-02
48,0.10707484,0.10139157,0.32251464,0.07579090,1.19269401e-01,9.68369778e-02,7.88862913e-02,2.73245282e-02
49,0.10688077,0.10151035,0.32220697,0.07573610,1.19392801e-01,9.67963510e-02,7.91169529e-02,2.74629073e-02
50,0.10656927,0.10171992,0.32167322,0.07583173,1.19720818e-01,9.81789373e-02,7.91997545e-02,2.76855681e-02
51,0.10638887,0.10104881,0.32138179,0.07572566,1.20068358e-01,9.81706387e-02,7.92874321e-02,2.75410293e-02
52,0.10604524,0.10108904,0.32081391,0.07564340,1.20395756e-01,9.87570101e-02,7.94977581e-02,2.78464191e-02
53,0.10582853,0.10147807,0.32047761,0.07565054,1.20223227e-01,9.90250715e-02,7.93397090e-02,2.78526928e-02
54,0.10568182,0.10112176,0.32023536,0.07573990,1.20508102e-01,9.82797768e-02,7.96316537e-02,2.80411707e-02
55,0.10572846,0.10066348,0.32030516,0.07544182,1.20455616e-01,9.88897205e-02,7.95303066e-02,2.80703052e-02
56,0.10552329,0.10086929,0.31997001,0.07553430,1.20747919e-01,9.91465629e-02,7.96560325e-02,2.79450440e-02
57,0.10549619,0.10080926,0.31992820,0.07553712,1.20675442e-01,9.95337352e-02,7.95995590e-02,2.79367095e-02
58,0.10550207,0.10089450,0.31994113,0.07556663,1.20691994e-01,9.91473106e-02,7.94740135e-02,2.79918874e-02
59,0.10546208,0.10081974,0.31987680,0.07553096,1.20828793e-01,9.89572509e-02,7.94596001e-02,2.78743996e-02
60,0.10544132,0.10085325,0.31985705,0.07556584,1.20618068e-01,9.86292185e-02,7.96079928e-02,2.79704575e-02
61,0.10555724,0.10079543,0.31999733,0.07552957,1.20554566e-01,1.00558378e-01,7.95960675e-02,2.80050589e-02
62,0.10531107,0.10047715,0.31959188,0.07542500,1.21014544e-01,1.00626145e-01,7.95596311e-02,2.81117882e-02
63,0.10512312,0.10133161,0.31928515,0.07566227,1.21207155e-01,1.00618204e-01,7.98381939e-02,2.79194378e-02
64,0.10497661,0.10111285,0.31905083,0.07566600,1.21000035e-01,1.01090899e-01,7.98516503e-02,2.79902604e-02
65,0.10482813,0.10067314,0.31879841,0.07558626,1.21292535e-01,1.01419089e-01,7.97134689e-02,2.80449364e-02
66,0.10460827,0.10129941,0.31842342,0.07576013,1.21648981e-01,1.01998241e-01,7.99978247e-02,2.78401919e-02
67,0.10447174,0.10076694,0.31820420,0.07568613,1.21729039e-01,1.01919441e-01,7.99378067e-02,2.80760209e-02
68,0.10431487,0.10046145,0.31794343,0.07538583,1.21789873e-01,1.01593458e-01,8.01412511e-02,2.81714240e-02
69,0.10415572,0.10062646,0.31768844,0.07553445,1.21792084e-01,1.02336841e-01,8.01311075e-02,2.79642168e-02
70,0.10414451,0.10078201,0.31766933,0.07562429,1.22144907e-01,1.01282085e-01,8.03150774e-02,2.80767884e-02
71,0.10409775,0.10075849,0.31760244,0.07563817,1.21784926e-01,1.01596249e-01,8.02960237e-02,2.80696497e-02
72,0.10404398,0.10048275,0.31750944,0.07550250,1.21878902e-01,1.02069810e-01,8.02091122e-02,2.79273224e-02
73,0.10404088,0.10052643,0.31751830,0.07552251,1.21919363e-01,1.01306892e-01,8.02154187e-02,2.80497257e-02
74,0.10393761,0.10046564,0.31734115,0.07550805,1.22092194e-01,1.01657980e-01,8.02115103e-02,2.80370771e-02
75,0.10393160,0.10044832,0.31733560,0.07550659,1.21964350e-01,1.01544192e-01,8.03621522e-02,2.79959788e-02
76,0.10417788,0.10029557,0.31769942,0.07541284,1.21782804e-01,1.03301072e-01,8.01526594e-02,2.80098925e-02
77,0.10403947,0.10064844,0.31747565,0.07555438,1.22213195e-01,1.02727624e-01,8.04391039e-02,2.80935550e-02
78,0.10387026,0.10087910,0.31718456,0.07575618,1.22180558e-01,1.03235603e-01,8.04510025e-02,2.79298912e-02
79,0.10366176,0.10028225,0.31683736,0.07558082,1.22633013e-01,1.03480805e-01,8.04651267e-02,2.79915087e-02
80,0.10347704,0.10039088,0.31654349,0.07555057,1.22636769e-01,1.03343700e-01,8.04970134e-02,2.80531407e-02
81,0.10345842,0.10010594,0.31650622,0.07524480,1.22455768e-01,1.03608852e-01,8.06871201e-02,2.79783154e-02
82,0.10336098,0.09969713,0.31635235,0.07535203,1.22551160e-01,1.03690096e-01,8.06468073e-02,2.79832948e-02
83,0.10318618,0.10003028,0.31606817,0.07540053,1.22760508e-01,1.03722326e-01,8.05522603e-02,2.80734554e-02
84,0.10303960,0.10038606,0.31582381,0.07553691,1.22925251e-01,1.03642458e-01,8.05733001e-02,2.80854834e-02
85,0.10307699,0.09999603,0.31587988,0.07541643,1.22925500e-01,1.03728636e-01,8.06179057e-02,2.80416193e-02
86,0.10289967,0.10024856,0.31559562,0.07548347,1.22970694e-01,1.03698163e-01,8.07169262e-02,2.81402093e-02
87,0.10288594,0.09989294,0.31556513,0.07541893,1.23094077e-01,1.03789915e-01,8.08137902e-02,2.79990310e-02
88,0.10280623,0.10016158,0.31546621,0.07545745,1.22769919e-01,1.03328841e-01,8.06891553e-02,2.79982971e-02
89,0.10282753,0.10010077,0.31548037,0.07541928,1.23120962e-01,1.03285734e-01,8.06260189e-02,2.80062066e-02
90,0.10282085,0.10010629,0.31546262,0.07542457,1.23112666e-01,1.03773682e-01,8.06867820e-02,2.79487410e-02
91,0.10305331,0.09973203,0.31581395,0.07539744,1.23157148e-01,1.04599585e-01,8.06869830e-02,2.80746411e-02
92,0.10283050,0.10040707,0.31546164,0.07537330,1.22959248e-01,1.04562568e-01,8.06761467e-02,2.81587643e-02
93,0.10286208,0.10029596,0.31550583,0.07551155,1.23148621e-01,1.04633043e-01,8.06010898e-02,2.82615024e-02
94,0.10270633,0.10019317,0.31524777,0.07555872,1.23222648e-01,1.05158424e-01,8.06975394e-02,2.80743228e-02
95,0.10258838,0.09969934,0.31506021,0.07532694,1.23331068e-01,1.04476091e-01,8.07437950e-02,2.82266581e-02
96,0.10240269,0.09952991,0.31474640,0.07528824,1.23292517e-01,1.04852775e-01,8.06542208e-02,2.84537000e-02
97,0.10230411,0.10019567,0.31457329,0.07545927,1.23627540e-01,1.05321622e-01,8.07220778e-02,2.81217848e-02
98,0.10219260,0.10033786,0.31440996,0.07554094,1.23620154e-01,1.04576916e-01,8.06828468e-02,2.83581931e-02
99,0.10203187,0.10008407,0.31412958,0.07544410,1.23977939e-01,1.04892335e-01,8.07266766e-02,2.83751363e-02
100,0.10207050,0.09974839,0.31420381,0.07534944,1.23678795e-01,1.04718898e-01,8.08473364e-02,2.81721776e-02
101,0.10197992,0.09966829,0.31405627,0.07528352,1.23681561e-01,1.04930520e-01,8.07633927e-02,2.82851069e-02
102,0.10197226,0.09994586,0.31403963,0.07531570,1.23768651e-01,1.04999608e-01,8.07466745e-02,2.84225206e-02
103,0.10181843,0.09973090,0.31379427,0.07531417,1.23940348e-01,1.04840923e-01,8.07329012e-02,2.83143336e-02
104,0.10176570,0.09980988,0.31370088,0.07535197,1.24102882e-01,1.05034583e-01,8.07937427e-02,2.82040803e-02
105,0.10182270,0.09981100,0.31379549,0.07535914,1.24012542e-01,1.04640440e-01,8.09114497e-02,2.81961974e-02
106,0.10194643,0.10008673,0.31396125,0.07564859,1.23943314e-01,1.06299834e-01,8.07944843e-02,2.83982373e-02
107,0.10196149,0.10043231,0.31397794,0.07573909,1.23965338e-01,1.06515963e-01,8.08607015e-02,2.83619605e-02
108,0.10174446,0.09917413,0.31363484,0.07525707,1.23998429e-01,1.06419120e-01,8.07522983e-02,2.82973167e-02
109,0.10170106,0.09955589,0.31354522,0.07537581,1.24205448e-01,1.06624382e-01,8.08439331e-02,2.85348884e-02
110,0.10149510,0.09971861,0.31321491,0.07540242,1.24511625e-01,1.06559469e-01,8.06971209e-02,2.84604005e-02
111,0.10149226,0.09890253,0.31320247,0.07511047,1.24342921e-01,1.06942085e-01,8.09216641e-02,2.84499633e-02
112,0.10146716,0.09963704,0.31318052,0.07540197,1.24227103e-01,1.05989484e-01,8.07485981e-02,2.83899198e-02
113,0.10130544,0.09973579,0.31289886,0.07549036,1.24439849e-01,1.06694231e-01,8.08485544e-02,2.84552127e-02
114,0.10108203,0.09944319,0.31253340,0.07535352,1.24649009e-01,1.06733586e-01,8.08080899e-02,2.85472590e-02
115,0.10111596,0.09924135,0.31259435,0.07528031,1.24585542e-01,1.06437957e-01,8.08006683e-02,2.85558264e-02
116,0.10105173,0.09949558,0.31249018,0.07532243,1.24548305e-01,1.06758201e-01,8.08149107e-02,2.85403626e-02
117,0.10102357,0.09949922,0.31244295,0.07526170,1.24681006e-01,1.06256295e-01,8.07182181e-02,2.84680522e-02
118,0.10086517,0.09946425,0.31219394,0.07530885,1.24684949e-01,1.06061703e-01,8.08426214e-02,2.84458072e-02
119,0.10084551,0.09946564,0.31215943,0.07532762,1.24683364e-01,1.06069120e-01,8.08460002e-02,2.84600314e-02
120,0.10094715,0.09942760,0.31231667,0.07529857,1.24792045e-01,1.06247963e-01,8.08136280e-02,2.85065860e-02
121,0.10116666,0.09923612,0.31264751,0.07533437,1.24692620e-01,1.07155073e-01,8.08897147e-02,2.85879929e-02
122,0.10093863,0.09958114,0.31227080,0.07537696,1.24878668e-01,1.07542862e-01,8.09287631e-02,2.85603909e-02
123,0.10095142,0.09964855,0.31229538,0.07550348,1.24844733e-01,1.07236675e-01,8.07875842e-02,2.87159735e-02
124,0.10077690,0.10042454,0.31201110,0.07566057,1.24951061e-01,1.07411344e-01,8.07432092e-02,2.85405558e-02
125,0.10073026,0.09978154,0.31193030,0.07538216,1.25008200e-01,1.07445196e-01,8.07119831e-02,2.86179691e-02
126,0.10067562,0.09984835,0.31183019,0.07542623,1.25106353e-01,1.07757968e-01,8.07611425e-02,2.86077250e-02
127,0.10047246,0.09954848,0.31149715,0.07548378,1.25125842e-01,1.07818592e-01,8.07707818e-02,2.86070145e-02
128,0.10034335,0.09956817,0.31129052,0.07534194,1.25139704e-01,1.07310824e-01,8.08671001e-02,2.87962563e-02
129,0.10045285,0.09952374,0.31147042,0.07538106,1.25286611e-01,1.07727737e-01,8.06718771e-02,2.87481594e-02
130,0.10036022,0.09919056,0.31133745,0.07530334,1.25047050e-01,1.06573449e-01,8.07549545e-02,2.87458431e-02
131,0.10020696,0.09977643,0.31108216,0.07541227,1.25218093e-01,1.07287503e-01,8.07374510e-02,2.86951237e-02
132,0.10015483,0.09947449,0.31098039,0.07530713,1.25451858e-01,1.07451967e-01,8.06653390e-02,2.86290991e-02
133,0.10006421,0.09937826,0.31084081,0.07530155,1.25401508e-01,1.07134213e-01,8.07103984e-02,2.86952363e-02
134,0.10004868,0.09949243,0.31081040,0.07533649,1.25115011e-01,1.07522928e-01,8.07904210e-02,2.87558748e-02
135,0.09994601,0.09944126,0.31065394,0.07532781,1.25241269e-01,1.07237427e-01,8.07050545e-02,2.87465097e-02
136,0.10024036,0.09963331,0.31110961,0.07548179,1.25358525e-01,1.07648862e-01,8.06313823e-02,2.88151927e-02
